Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Numancia;Puente de Vallecas;Apartment;Entire home/apt;3;1.0;1.0;2.0;54.0;;;1;0;3;1125;9;30;60;335;6;87.0;9.0;10.0;10.0;10.0;7.0;8.0;strict;0.44
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;115.0;;;1;0;1;1125;19;49;73;348;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;2;1.0;2.0;2.0;98.0;;;2;35;2;1125;8;24;54;329;41;96.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;1.15
Universidad;Centro;Apartment;Private room;1;2.0;1.0;1.0;26.0;;10.0;1;0;6;1125;0;23;53;98;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.41
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;1.0;27.0;;15.0;1;5;10;1125;0;0;0;274;0;;;;;;;;strict;
Lista;Salamanca;Apartment;Private room;3;2.0;1.0;3.0;42.0;;;3;0;1;1125;1;4;26;293;6;80.0;8.0;9.0;9.0;9.0;9.0;9.0;moderate;0.18
Buenavista;Carabanchel;Apartment;Entire home/apt;3;1.0;1.0;2.0;47.0;100.0;20.0;3;10;3;5;3;3;3;11;0;;;;;;;;strict;
Palomeras Bajas;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;16.0;;;1;0;6;1125;2;2;24;163;4;87.0;9.0;8.0;9.0;9.0;7.0;8.0;flexible;1.6
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;66.0;200.0;;1;0;1;1125;5;18;37;307;7;91.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;4.29
Palacio;Centro;Apartment;Entire home/apt;8;1.5;1.0;5.0;150.0;350.0;50.0;2;15;3;1125;16;46;76;351;28;96.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;1.15
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;0.0;4.0;60.0;;25.0;2;15;1;1125;2;5;10;136;145;87.0;9.0;9.0;9.0;9.0;8.0;9.0;moderate;7.35
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;95.0;300.0;70.0;2;20;3;1125;13;43;65;340;2;90.0;8.0;10.0;7.0;9.0;10.0;9.0;strict;0.16
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;90.0;100.0;50.0;2;20;3;1125;11;41;66;341;13;85.0;9.0;8.0;9.0;9.0;10.0;8.0;moderate;0.53
Castellana;Salamanca;Other;Private room;1;0.5;1.0;1.0;39.0;;;1;0;30;365;13;43;65;313;6;97.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;0.2
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;75.0;200.0;45.0;2;15;2;1125;11;15;24;264;118;91.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;2.57
Sol;Centro;Apartment;Private room;2;1.5;1.0;1.0;59.0;;;1;0;2;7;18;48;78;78;8;89.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;0.76
Nueva España;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;3.0;110.0;350.0;40.0;2;45;2;1125;0;0;0;187;36;96.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;0.86
Pacífico;Retiro;Apartment;Private room;1;3.0;1.0;1.0;27.0;100.0;5.0;1;0;2;40;0;6;36;126;0;;;;;;;;moderate;
Timón;Barajas;Apartment;Private room;2;1.0;1.0;1.0;45.0;200.0;;1;0;1;1125;0;8;38;38;0;;;;;;;;strict;
Palacio;Centro;Apartment;Private room;2;1.0;1.0;2.0;75.0;;;1;28;2;6;18;48;78;353;0;;;;;;;;moderate;
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;81.0;200.0;32.0;2;11;4;1125;0;9;39;314;14;86.0;8.0;9.0;10.0;10.0;10.0;8.0;strict;0.27
Aluche;Latina;Apartment;Private room;1;1.0;1.0;1.0;15.0;;;1;0;4;1125;2;32;62;337;7;90.0;9.0;10.0;9.0;9.0;9.0;9.0;flexible;0.55
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;45.0;;20.0;2;10;3;1125;10;28;58;333;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0
Chopera;Arganzuela;Apartment;Private room;1;0.5;1.0;2.0;23.0;;25.0;1;10;2;1125;29;59;89;364;2;90.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;1.43
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;90.0;150.0;25.0;4;20;2;20;9;36;57;172;16;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.45
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;;10.0;2;0;3;4;1;1;22;22;1;100.0;10.0;8.0;10.0;10.0;10.0;8.0;flexible;0.2
Costillares;Ciudad Lineal;Apartment;Shared room;2;1.0;1.0;4.0;26.0;;;1;14;2;31;30;60;90;365;2;20.0;2.0;2.0;8.0;4.0;6.0;2.0;flexible;0.18
Justicia;Centro;Apartment;Private room;2;1.0;1.0;2.0;30.0;;;1;0;1;1125;3;22;22;22;12;90.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.83
Chopera;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;50.0;;;1;30;2;1125;30;60;90;365;16;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.44
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;6;2.0;3.0;4.0;113.0;300.0;52.0;1;11;3;1125;10;19;19;19;14;91.0;9.0;9.0;10.0;10.0;9.0;10.0;strict;0.57
Casa de Campo;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;75.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;
Palos de Moguer;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;25.0;100.0;;1;5;2;1125;23;53;83;358;8;90.0;9.0;8.0;9.0;9.0;9.0;9.0;moderate;0.25
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;1.0;2.0;45.0;;20.0;1;0;5;1125;4;5;31;306;1;60.0;4.0;4.0;6.0;8.0;8.0;6.0;flexible;1.0
Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;55.0;;;2;10;1;1125;9;22;41;316;71;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;5.43
San Isidro;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;15.0;;;1;7;1;1125;5;31;61;336;9;91.0;9.0;9.0;10.0;10.0;9.0;10.0;flexible;0.76
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;95.0;;1;10;1;1125;18;41;41;41;19;92.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.65
Embajadores;Centro;Condominium;Private room;1;1.0;0.0;1.0;40.0;200.0;30.0;1;0;7;1125;0;0;21;77;0;;;;;;;;strict;
l'Antiga Esquerra de l'Eixample;Eixample;Condominium;Entire home/apt;4;1.0;1.0;1.0;160.0;;;1;0;2;1125;0;3;5;14;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;39.0;;;1;0;2;1125;18;48;78;351;46;96.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;4.11
Guindalera;Salamanca;Apartment;Entire home/apt;2;1.0;0.0;1.0;80.0;399.0;15.0;2;25;3;1125;18;48;78;78;16;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.26
San Fermín;Usera;Apartment;Private room;2;1.0;1.0;1.0;19.0;;;1;6;1;1125;7;26;52;325;6;93.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;1.13
Castellana;Salamanca;Apartment;Entire home/apt;3;1.0;2.0;2.0;80.0;150.0;50.0;2;25;5;1125;7;36;66;341;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.11
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;45.0;100.0;;1;10;2;1125;0;0;0;243;50;94.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.04
Fuente del Berro;Salamanca;Loft;Entire home/apt;4;1.5;1.0;2.0;75.0;;;2;10;1;1125;27;57;87;362;17;76.0;8.0;9.0;8.0;8.0;8.0;8.0;flexible;0.47
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;89.0;100.0;25.0;1;10;4;1125;6;36;66;66;33;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.33
Cármenes;Latina;House;Private room;3;1.0;1.0;2.0;30.0;;;1;15;2;1125;5;5;5;254;7;94.0;9.0;9.0;9.0;10.0;9.0;9.0;flexible;0.25
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;;;1;0;1;1125;4;29;53;328;61;89.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;1.4
Valdeacederas;Tetuán;Bed & Breakfast;Private room;2;1.0;1.0;1.0;30.0;90.0;;1;15;1;30;0;0;0;266;0;;;;;;;;flexible;
Palacio;Centro;Condominium;Entire home/apt;6;1.0;2.0;6.0;102.0;96.0;30.0;2;15;3;1125;15;41;61;62;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;85.0;150.0;30.0;2;15;2;30;0;0;0;0;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.61
Sóller;;Apartment;Entire home/apt;4;2.0;2.0;5.0;40.0;100.0;60.0;2;10;1;1125;2;11;30;305;33;88.0;9.0;9.0;9.0;10.0;10.0;9.0;super_strict_60;1.35
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;90.0;100.0;35.0;3;10;3;30;13;29;51;321;59;89.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;1.59
Pavones;Moratalaz;Apartment;Private room;1;2.0;1.0;1.0;26.0;;;1;0;1;7;12;42;65;285;27;99.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.16
Gobelins;;Apartment;Entire home/apt;1;1.0;0.0;1.0;54.0;;;1;0;1;7;3;10;20;265;30;93.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.26
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;80.0;;;1;5;3;1125;4;4;4;4;11;96.0;9.0;9.0;10.0;10.0;10.0;10.0;flexible;0.94
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;60.0;150.0;25.0;1;0;1;10;7;25;25;121;16;85.0;9.0;9.0;8.0;8.0;10.0;9.0;strict;1.21
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;47.0;150.0;15.0;1;0;1;40;18;48;75;350;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;150.0;10.0;3;20;1;1125;0;0;0;0;0;;;;;;;;flexible;
San Diego;Puente de Vallecas;House;Private room;2;1.5;1.0;1.0;22.0;;12.0;1;16;1;1125;30;60;90;180;5;92.0;9.0;10.0;10.0;10.0;9.0;10.0;moderate;0.74
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;28.0;;;1;0;5;1125;0;0;0;0;2;80.0;9.0;10.0;9.0;9.0;7.0;9.0;moderate;0.13
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;68.0;;;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.04
Recoletos;Salamanca;Apartment;Entire home/apt;5;1.0;2.0;4.0;120.0;;;4;15;3;1125;15;33;53;122;0;;;;;;;;moderate;
Gaztambide;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;60.0;;;1;15;10;1125;0;0;0;250;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.33
Justicia;Centro;Other;Private room;2;1.0;1.0;2.0;45.0;;;1;0;2;1125;0;0;0;97;6;77.0;8.0;8.0;9.0;9.0;9.0;7.0;moderate;0.44
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;55.0;100.0;15.0;1;0;3;1125;8;19;31;269;132;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.12
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;37.0;150.0;15.0;1;15;4;90;1;15;45;320;25;90.0;9.0;10.0;10.0;9.0;9.0;9.0;strict;0.55
Adelfas;Retiro;Apartment;Entire home/apt;3;1.0;1.0;2.0;60.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;98.0;;;4;5;4;1125;7;14;25;300;63;92.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;1.83
l'Antiga Esquerra de l'Eixample;Eixample;Apartment;Private room;2;1.0;1.0;1.0;30.0;84.0;;1;5;3;180;4;6;11;140;74;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.49
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;65.0;300.0;25.0;1;0;2;1125;3;4;10;222;41;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.1
ΝΕΟΣ ΚΟΣΜΟΣ;;Apartment;Entire home/apt;3;1.0;0.0;1.0;32.0;;15.0;2;8;2;1125;12;18;34;261;36;99.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;3.25
Moscardó;Usera;Apartment;Entire home/apt;5;1.0;3.0;3.0;60.0;100.0;20.0;1;0;2;1125;4;14;32;106;12;95.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;4.62
Justicia;Centro;Other;Private room;1;1.0;1.0;1.0;65.0;;;1;0;1;1125;0;0;0;97;10;86.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;0.74
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;1.0;32.0;200.0;30.0;1;0;7;1125;0;6;36;311;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;48.0;150.0;20.0;1;0;2;1125;3;6;17;101;173;93.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;7.05
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;36.0;100.0;;1;0;5;1125;0;13;43;53;8;83.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;0.78
Chopera;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;30.0;;10.0;2;0;2;1125;28;58;72;72;0;;;;;;;;moderate;
Valdezarza;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;28.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;65.0;;;1;0;1;1125;27;57;87;362;3;93.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.17
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;26.0;;40.0;1;9;1;31;0;10;40;40;0;;;;;;;;flexible;
Legazpi;Arganzuela;Other;Private room;1;1.0;1.0;1.0;47.0;;;1;0;1;1125;30;60;90;365;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.51
Lambeth;;House;Entire home/apt;6;2.0;3.0;3.0;86.0;430.0;60.0;6;0;2;1125;8;12;12;12;5;92.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.14
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;50.0;100.0;;2;15;1;1125;6;22;40;137;79;85.0;9.0;9.0;10.0;9.0;10.0;9.0;moderate;2.17
Almagro;Chamberí;Bed & Breakfast;Private room;1;6.0;1.0;1.0;45.0;;;1;45;1;1125;0;0;0;97;0;;;;;;;;strict;
Imperial;Arganzuela;Apartment;Entire home/apt;5;1.0;3.0;4.0;110.0;200.0;25.0;1;0;1;14;6;16;28;254;95;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;7.04
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;30.0;100.0;10.0;1;8;2;1125;9;32;62;337;32;84.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.03
Sol;Centro;Apartment;Private room;1;1.5;1.0;1.0;36.0;;20.0;1;0;2;1125;0;0;6;281;6;84.0;9.0;8.0;9.0;9.0;10.0;8.0;flexible;0.34
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;2.0;2.0;150.0;250.0;78.0;1;0;3;300;11;38;57;332;0;;;;;;;;strict;
l'Antiga Esquerra de l'Eixample;Eixample;Apartment;Entire home/apt;4;1.0;1.0;1.0;106.0;;;1;0;2;1125;0;0;0;0;2;60.0;6.0;6.0;3.0;6.0;6.0;6.0;strict;0.48
Almagro;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;99.0;;;2;15;7;1125;10;40;70;193;0;;;;;;;;strict;
Cortes;Centro;Apartment;Entire home/apt;2;2.0;1.0;1.0;120.0;;100.0;1;0;5;60;0;0;2;92;2;100.0;10.0;10.0;10.0;10.0;9.0;8.0;strict;0.65
San Isidro;Carabanchel;Apartment;Private room;1;1.5;1.0;1.0;30.0;;;1;5;2;1125;30;60;90;365;1;100.0;10.0;10.0;10.0;8.0;8.0;10.0;moderate;0.06
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;80.0;150.0;;1;0;3;60;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.16
Lucero;Latina;Apartment;Private room;3;2.0;1.0;2.0;20.0;;10.0;1;7;1;1125;23;51;81;356;0;;;;;;;;strict;
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;1.0;115.0;;;1;0;10;336;0;0;0;249;1;80.0;8.0;10.0;10.0;10.0;10.0;8.0;moderate;0.09
Universidad;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;95.0;300.0;30.0;2;15;2;1125;11;30;49;320;10;94.0;10.0;10.0;9.0;10.0;10.0;10.0;moderate;2.94
Acacias;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;60.0;100.0;;2;15;2;1125;0;0;6;281;7;98.0;10.0;10.0;9.0;10.0;9.0;10.0;moderate;0.16
Puerta del Angel;Latina;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;300.0;70.0;1;0;2;1125;0;26;56;331;6;87.0;9.0;9.0;10.0;9.0;8.0;8.0;strict;0.43
Aguilas;Latina;Apartment;Shared room;1;1.0;1.0;1.0;15.0;300.0;5.0;1;0;1;1;29;59;89;89;0;;;;;;;;strict;
Little Italy;;Loft;Entire home/apt;2;1.0;1.0;1.0;180.0;;25.0;1;0;3;3;0;0;0;0;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Private room;3;1.0;2.0;2.0;40.0;;;1;0;1;15;0;0;0;98;0;;;;;;;;moderate;
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;;30.0;1;5;15;1125;0;1;1;1;9;93.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;0.88
Universidad;Centro;Apartment;Private room;2;2.0;1.0;1.0;25.0;;;1;0;1;27;0;11;29;275;35;94.0;10.0;8.0;10.0;10.0;10.0;10.0;flexible;8.61
Berruguete;Tetuán;Loft;Entire home/apt;3;2.0;1.0;2.0;80.0;;;1;0;1;1125;9;9;9;14;0;;;;;;;;moderate;
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;50.0;100.0;20.0;2;5;2;7;0;7;22;297;55;92.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;5.63
Ibiza;Retiro;Apartment;Entire home/apt;4;2.0;2.0;2.0;120.0;;30.0;1;0;2;1125;12;41;71;161;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.63
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;25.0;;5.0;1;0;1;7;0;0;0;0;0;;;;;;;;flexible;
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;45.0;150.0;;1;0;2;1125;0;0;0;0;14;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.76
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;;15.0;2;15;1;1125;0;5;26;138;10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.14
Nueva España;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;1.0;44.0;;5.0;2;15;2;4;2;2;2;2;2;90.0;10.0;6.0;10.0;10.0;9.0;8.0;flexible;0.33
Imperial;Arganzuela;Apartment;Private room;2;2.0;1.0;1.0;38.0;;20.0;1;10;2;19;19;49;79;354;23;92.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;1.01
Universidad;Centro;Apartment;Entire home/apt;8;1.0;4.0;5.0;60.0;200.0;30.0;4;20;1;1125;0;0;0;96;0;;;;;;;;strict;
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;99.0;;;1;5;1;1125;16;33;57;328;0;;;;;;;;flexible;
Almenara;Tetuán;Apartment;Entire home/apt;7;2.0;2.0;3.0;78.0;150.0;;1;0;2;1125;9;26;36;195;13;87.0;9.0;9.0;10.0;10.0;8.0;8.0;moderate;0.29
San Isidro;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;20.0;;;1;0;2;1125;0;0;0;0;1;80.0;10.0;10.0;6.0;10.0;10.0;10.0;flexible;0.06
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;21.0;;5.0;1;10;1;20;4;8;36;36;40;93.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.75
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;69.0;150.0;;1;0;3;1125;3;13;39;308;28;82.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;0.69
Argüelles;Moncloa - Aravaca;Apartment;Shared room;10;1.0;1.0;10.0;11.0;;;1;15;1;1125;30;60;90;365;0;;;;;;;;strict;
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;75.0;150.0;30.0;2;20;2;1125;4;14;23;280;67;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.69
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;1.0;50.0;;20.0;2;10;2;1125;4;22;45;291;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.18
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;32.0;;10.0;1;15;1;1125;14;44;74;349;55;94.0;10.0;10.0;9.0;9.0;10.0;10.0;moderate;4.6
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;4.0;100.0;;;1;0;3;1125;14;35;62;62;55;88.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;1.06
Balgreen and Roseburn;;House;Entire home/apt;3;1.0;1.0;1.0;90.0;;5.0;1;15;1;1125;19;35;65;203;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.48
Trafalgar;Chamberí;Apartment;Entire home/apt;6;2.0;2.0;3.0;195.0;200.0;30.0;6;35;1;20;6;21;29;291;7;83.0;8.0;10.0;9.0;9.0;9.0;9.0;moderate;0.1
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;1.0;2.0;68.0;;20.0;1;0;2;1125;9;35;52;326;18;97.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.33
Aravaca;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;38.0;;;1;0;1;1125;0;7;37;312;0;;;;;;;;flexible;
Embajadores;Centro;House;Private room;2;1.0;1.0;2.0;40.0;120.0;30.0;1;15;3;5;23;53;83;358;2;100.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;0.11
Adelfas;Retiro;Apartment;Entire home/apt;2;1.0;1.0;1.0;42.0;;10.0;1;0;2;1125;10;40;70;291;24;93.0;10.0;10.0;10.0;10.0;8.0;9.0;strict;2.24
Palos de Moguer;Arganzuela;Loft;Entire home/apt;3;1.0;0.0;1.0;37.0;100.0;10.0;1;10;1;1125;0;2;10;217;39;92.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;5.49
Palomas;Hortaleza;Chalet;Private room;4;1.0;1.0;4.0;65.0;;;1;20;1;1125;30;60;90;365;2;100.0;10.0;10.0;10.0;10.0;8.0;8.0;flexible;0.31
Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;75.0;150.0;28.0;2;30;12;366;1;21;35;125;35;87.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;0.94
Prosperidad;Chamartín;Apartment;Private room;4;2.0;2.0;3.0;35.0;100.0;10.0;2;10;2;15;13;13;26;27;0;;;;;;;;strict;
Pacífico;Retiro;Apartment;Entire home/apt;6;1.0;2.0;4.0;80.0;;;2;30;2;1125;7;28;58;327;7;93.0;10.0;10.0;10.0;9.0;9.0;10.0;flexible;0.88
Bellas Vistas;Tetuán;Apartment;Private room;1;2.0;1.0;1.0;58.0;101.0;6.0;1;0;7;1125;0;0;0;0;0;;;;;;;;flexible;
Almagro;Chamberí;House;Private room;11;3.0;4.0;9.0;23.0;100.0;30.0;1;22;4;100;13;43;73;348;9;89.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;0.23
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;54.0;100.0;25.0;2;10;2;1125;12;42;49;204;9;91.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.54
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;55.0;;30.0;2;10;2;1125;4;16;43;165;26;86.0;8.0;9.0;10.0;10.0;10.0;9.0;moderate;3.17
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;149.0;100.0;40.0;2;20;2;1125;10;39;65;331;15;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.7
Universidad;Centro;Apartment;Entire home/apt;6;2.0;3.0;3.0;115.0;150.0;15.0;4;15;3;1125;2;5;31;306;49;97.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.39
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;40.0;;10.0;2;0;2;1125;7;26;48;323;16;81.0;9.0;9.0;10.0;9.0;9.0;8.0;strict;2.74
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;95.0;150.0;40.0;2;5;3;1125;14;41;62;332;1;80.0;8.0;8.0;8.0;8.0;10.0;8.0;strict;0.05
Peñagrande;Fuencarral - El Pardo;Apartment;Entire home/apt;4;1.0;2.0;2.0;59.0;;20.0;3;0;3;1125;12;42;61;94;32;82.0;9.0;7.0;10.0;9.0;9.0;8.0;moderate;2.34
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;79.0;;20.0;1;0;2;1125;2;6;15;230;37;94.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;5.41
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;50.0;;;2;10;2;1125;11;27;48;296;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;4.41
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;90.0;15.0;2;15;1;1125;11;35;60;335;54;94.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.06
